id,created_at,text,day_label,relevance_label
591903078674141184,Sat Apr 25 09:54:25 +0000 2015,rt  nepal earthquake  are you there or have loved ones affected? please share w  us if you are in a safe place  ,0,0
591915030691450881,Sat Apr 25 10:41:55 +0000 2015,pry fr npl  pls gd sv al ppl frm this wrst situation nd bring back thr br8 future    nd also gv pwr to npl gvt to dfnd ths situation   nepal,0,0
592088617922662400,Sat Apr 25 22:11:41 +0000 2015,please donate and share this unicef link   ,0,0
592649950133153792,Mon Apr 27 11:22:13 +0000 2015,quake survivors call for supplies ,2,0
591903297885196288,Sat Apr 25 09:55:17 +0000 2015,"rt    emma, can you have a moments silent thought for all in nepal today",0,0
591919753154928642,Sat Apr 25 11:00:41 +0000 2015,"nearly 450 killed, dozens trapped after 7 9 magnitude quake strikes nepal ",0,0
591902881973833729,Sat Apr 25 09:53:38 +0000 2015,"rt  china rescue team leaves for  nepal, expected to arrive in katmandu midday sunday   earthquake  ",0,0
591903342281904128,Sat Apr 25 09:55:28 +0000 2015,"rt  ""more than 150 people killed in kathmandu after powerful earthquake, nepals ministry of home affairs says "" via ",0,0
591902821479493632,Sat Apr 25 09:53:24 +0000 2015,"rt   indiawithnepal more materials for rescue and relief efforts today  2 engineering task forces, 100 personnel, 55 tonnes of dr     _",0,0
593015165198540801,Tue Apr 28 11:33:27 +0000 2015, vishwa guru global leader   usa except  nepalearthquake   salute2indianforces   thankyoupm  ,3,0
592651693034229760,Mon Apr 27 11:29:09 +0000 2015,"nepal police recently released a statement about the rapid rise of the countrys death toll to at least 3,617    ",2,0
592161318469271552,Sun Apr 26 03:00:34 +0000 2015,"please help if you can! my coworkers entire family lives there, hoping their ok   ",1,0
592591941272907776,Mon Apr 27 07:31:43 +0000 2015, goldentemple will send 1lac food packets  per day fr d victims in  nepal   thts how religious institutes shld work  amp  show d power of faith,2,0
592733177493516288,Mon Apr 27 16:52:56 +0000 2015,now this  god    ,2,0
591912578974031872,Sat Apr 25 10:32:10 +0000 2015,severe quake hits      nepal ,0,0
591902969999785984,Sat Apr 25 09:53:59 +0000 2015,british archeologist terrified after narrowly escaping death in nepal earthquake  ,0,0
591903094365097984,Sat Apr 25 09:54:29 +0000 2015,rt  more kudos to 2010 olympic champ  who gave  100k us to nepal relief efforts  given lots of money over years ,0,0
592070329121558529,Sat Apr 25 20:59:01 +0000 2015,thats it   ? ,0,0
591902777292496896,Sat Apr 25 09:53:13 +0000 2015,i am very scare about earthquake and pray for nepal to god i felt yesterday little but horrible earthquake god please save us,0,0
591920443482705920,Sat Apr 25 11:03:25 +0000 2015,severe quake hits nepal ,0,0
591902722539958272,Sat Apr 25 09:53:00 +0000 2015,rt   msghelpearthquakevictims  helpline numbers of the indian embassy in nepal    977 9581107021    977 9851135141,0,0
591903056335278080,Sat Apr 25 09:54:20 +0000 2015,"rt  c 17 globemaster iii takes off from hindon air base in up for kathmandu, il76 to take ndrf teams to nepal  earthquake",0,0
591902734300815360,Sat Apr 25 09:53:03 +0000 2015,rt  how you can help victims of the nepal    earthquake ,0,0
591903229434171392,Sat Apr 25 09:55:01 +0000 2015,the first c103j hercules lifter laden with relief team lands in nepal b4 pm modi tweets about the disaster salutetheforces  thankyoupm,0,0
591903351094190082,Sat Apr 25 09:55:30 +0000 2015,rt   nepalquake  an estimated 4 6 million people were exposed to the  earthquake shaking ,0,0
591903273260609536,Sat Apr 25 09:55:12 +0000 2015,lets all help those poor people in nepal  if you cant contribute        at least make a concerted effort to at least buy nepalese hashish ,0,0
592831364182990849,Mon Apr 27 23:23:06 +0000 2015,help  spread the word   1 for reposts  stayhopefulnepal   nepalearthquake ,2,0
591903124052291584,Sat Apr 25 09:54:36 +0000 2015,rt   adarshliberal running to  nepal after hearing that  pakistan is sending beef masala in  nepalquakerelief ,0,0
591902767712612352,Sat Apr 25 09:53:11 +0000 2015,rt  4 month old baby trapped for 22 hours in nepal earthquake rubble finally rescued (7 pics)   ,0,0
592703712793120769,Mon Apr 27 14:55:51 +0000 2015,"  hi lynne,  are you back from nepal? love, georgina  am worried sick",2,0
591911698354872320,Sat Apr 25 10:28:40 +0000 2015,"7 9 quake hits nepal, causing big damage 100 dead  (  rest in peace to those who lost their lives in nepal due to    ",0,0
591902696371724288,Sat Apr 25 09:52:54 +0000 2015,rt  cnn obtains powerful images of baby rescued at least 22 hours after  nepalearthquake hit   ,0,0
591902723416596480,Sat Apr 25 09:53:00 +0000 2015,rt    is on the ground in nepal and needs our help to aid earthquake victims  text the word nepal to 20222 now t     _,0,0
591903406169554944,Sat Apr 25 09:55:43 +0000 2015,rt   nepalquake this is the team heading to nepal  ml ,0,0
592629734451892224,Mon Apr 27 10:01:53 +0000 2015,"death toll 3,300 !!  wondering how you can you help?  ct nepalese community raising money for nepal quake victims   _             ",2,0
591910752610492418,Sat Apr 25 10:24:55 +0000 2015, prayfornepal be strong ,0,0
591903402096865280,Sat Apr 25 09:55:42 +0000 2015, followme  ff  rt indian carriers cap fares to and from nepal  in a bid to pull out as man      followback  follow,0,0
591903255619178496,Sat Apr 25 09:55:07 +0000 2015,rt  a special thank you to the indian government and iaf for the immediate help and rescue work in nepal   humanity is res     _,0,0
592070665227767809,Sat Apr 25 21:00:21 +0000 2015,news nepal quake hits already fragile tourism industry   usa today ,0,0
591921822968385536,Sat Apr 25 11:08:54 +0000 2015, nepalearthquake   our brothers  neighbours in need  ,0,0
591903090439278592,Sat Apr 25 09:54:28 +0000 2015,"usa steps up for disaster relief   "" nepal quake relief drive intensifies ",0,0
591902716160450562,Sat Apr 25 09:52:59 +0000 2015,rt  a survivor was pulled from the rubble in nepal  follow updates on the nepal earthquake   ,0,0
591903228381384705,Sat Apr 25 09:55:01 +0000 2015,rt  good morning from  kathmandu     long lines waiting for gas   nepalquake  ,0,0
591903094155390976,Sat Apr 25 09:54:29 +0000 2015,chpsre  chpsre chpsre chpsre chpsre chpsre rt un  earthquake survivors in nepal need your support now  help wfp he     _ ,0,0
591903273667297282,Sat Apr 25 09:55:12 +0000 2015,"rt  so proud of  stepping up for  nepalearthquake  safe travels for courtney scaife, md and residents ",0,0
592701406295007232,Mon Apr 27 14:46:41 +0000 2015,want to help nepal? check with your employer  they may have a matching gift program which can double your impact to charities like ,2,0
591903125906198528,Sat Apr 25 09:54:36 +0000 2015,"rt   nepalquake   live  at least 58 killed, 237 injured in earthquake in india ",0,0
591902961200050176,Sat Apr 25 09:53:57 +0000 2015,i said a prayer that today would bring peace for the world and events   peace and comfort to all those that need it   baltimoreriots  nepal,0,0
591903030234099712,Sat Apr 25 09:54:14 +0000 2015,rt  24 hrs after the nepal quake and so much tragedy  so sad  here at camp 1 we are fairly safe but stuck  rescues contin ,0,0
592134132911579136,Sun Apr 26 01:12:33 +0000 2015,"earthquake in nepal kills more than 1,400, causes avalanches on mt  everest, destroys ancient temples  a fierce      _ ",1,0
592689537492615170,Mon Apr 27 13:59:32 +0000 2015, what hurts u most  nepalquake or  thankyoupm 4 his quick action  we know but cud u ans plz,2,0
591903271796678656,Sat Apr 25 09:55:11 +0000 2015, please share  text earthquake to 50300 to donate        4 to the relief effort in nepal  umbrella,0,0
592741497927241729,Mon Apr 27 17:26:00 +0000 2015,"were coming, nepal  and were bringing lunch   supportaythos ",2,0
592720476499288064,Mon Apr 27 16:02:28 +0000 2015, how can i get involved? free to donate time for  nepalquakerelief   completed form earlier today on site but not heard back,2,0
592069946030469120,Sat Apr 25 20:57:29 +0000 2015,holy crap  ,0,0
591903200627666946,Sat Apr 25 09:54:54 +0000 2015,"rt  death toll from the quake that struck nepal four days ago has increased to 5,006, nepalese officials say  ",0,0
591903285675626496,Sat Apr 25 09:55:14 +0000 2015,hello dear brothers and sisters friends      pray for nepal ,0,0
591902955072200704,Sat Apr 25 09:53:56 +0000 2015,"i have concern in gorkha  district,  my house and all villagers lost their house and a lot of critical situations  please help them   ",0,0
591903403451686912,Sat Apr 25 09:55:43 +0000 2015,aid with strings  aftermath of nepals earthquake exposes asias geopolitical fault lines ,0,0
592591797290860544,Mon Apr 27 07:31:08 +0000 2015,etakaram team dance master vijay died at earth quake in nepal   cvr news   via ,2,0
592073692819120129,Sat Apr 25 21:12:23 +0000 2015,please consider signing this petition to expedite efforts   ,0,0
592640661448314881,Mon Apr 27 10:45:19 +0000 2015,more bodies being brought into the morgue at kathmandus bir hospital  most of them left outside because theres no space   nepalearthquake,2,0
592072500109905922,Sat Apr 25 21:07:38 +0000 2015,live    nepalearthquake  ,0,0
592086002233167872,Sat Apr 25 22:01:18 +0000 2015,best wishes for nepal   god bless,0,0
591903064535105536,Sat Apr 25 09:54:22 +0000 2015,"rt  when you take an  uber next, enter the  promo code helpnepal to contribute      _10    nepalearthquake",0,0
591902845705789440,Sat Apr 25 09:53:30 +0000 2015,nepal earthquake  authorities struggle to cope despite international aid efforts     wnn7,0,0
592077348012359680,Sat Apr 25 21:26:54 +0000 2015,"very sad news    earthquake devastates nepal, killing more than 1,300 ",0,0
591961481782099969,Sat Apr 25 13:46:30 +0000 2015,situation overview of  nepalearthquake  ,0,0
591903017798012928,Sat Apr 25 09:54:11 +0000 2015,"rt  donated  2 00 to help those in nepal get clean water, anything helps!!  webekind ",0,0
592593578699968512,Mon Apr 27 07:38:13 +0000 2015,video has emerged showing moment of everest avalanche  nepalearthquake  ,2,0
591902872641609729,Sat Apr 25 09:53:36 +0000 2015,"rt  spoke to pm sushil koirala, who is in transit in bangkok on his way to kathmandu  assured all support  amp  assistance during     _",0,0
591903407595606016,Sat Apr 25 09:55:44 +0000 2015,"rt   dont believe earthquakes happen naturally, not from mother nature, theyre provoked, avoid other      _",0,0
592645016394203137,Mon Apr 27 11:02:37 +0000 2015,"missing  michael tandy (uk), chen yen june, chang kui jane and chen yu chin(taiwan)  langtang  nepalearthquake ",2,0
591903361353388033,Sat Apr 25 09:55:33 +0000 2015,tensions rise in nepal after weak response to deadly quake ,0,0
591902779070746625,Sat Apr 25 09:53:14 +0000 2015,rt  figure skater  kimyuna donates to help young victims of  nepalearthquake   prayfornepal ,0,0
591903399823605760,Sat Apr 25 09:55:42 +0000 2015,rt  nepal govt has asked india for help with respect to rescue  amp   medical teams    msghelpearthquakevictims ,0,0
591913907540885504,Sat Apr 25 10:37:27 +0000 2015,death toll has gone up to 400 as per latest reports   nepalearthquake,0,0
592837125936160768,Mon Apr 27 23:45:59 +0000 2015,drone video from nepal   ,2,0
591903007765360640,Sat Apr 25 09:54:08 +0000 2015,rt  have you been thinking about how to help the earthquake victims in nepal? heres one  ,0,0
592084696349155328,Sat Apr 25 21:56:06 +0000 2015,israel to deploy large idf delegation to assist nepal ,0,0
592682762131365889,Mon Apr 27 13:32:36 +0000 2015,real face and thought of  aamaadmiparty about  nepalearthquake   ,2,0
592074832159707136,Sat Apr 25 21:16:54 +0000 2015,"thank you to volunteers, search and rescue teams for being heroes  mabuhay kayo!  rescuemarch ",0,0
593153298510848000,Tue Apr 28 20:42:21 +0000 2015,please let others know about any  that you may be working on  nepalearthquake   survey,3,0
592846336191500289,Tue Apr 28 00:22:35 +0000 2015, great question  all long distance calls  amp  texts originating from the us to nepal from april 25   may 31 will be waived   dmn,3,0
591961183525195777,Sat Apr 25 13:45:18 +0000 2015,sad  17th century temple in bhaktapur in ruins today ,0,0
591906354945634304,Sat Apr 25 10:07:26 +0000 2015,  yes ppl known 2 me on that trip starting 22nd at kathmandu and 2 b somewhere around pokra by now unable 2 contact,0,0
592608481657532416,Mon Apr 27 08:37:26 +0000 2015,omg ! prayers for the affected lives rt ,2,0
591902747793829889,Sat Apr 25 09:53:06 +0000 2015,aid begins arriving in nepals remote quake hit villages ,0,0
593155636264763392,Tue Apr 28 20:51:38 +0000 2015,reliable fund i trust share amp donate  nepal  fund prabal gurung amp shikshya foundation   ,3,0
591902841427529728,Sat Apr 25 09:53:29 +0000 2015,latest news  india evacuates 170 foreigners from nepal ,0,0
591903251555024896,Sat Apr 25 09:55:06 +0000 2015,latest pics by   earthquake aftermath in  kathmandu   nepalearthquake  indiawithnepal ,0,0
591903350892810240,Sat Apr 25 09:55:30 +0000 2015,"pakistan sends rescue teams to nepal  pakistan has sent four c 130 aircraft carrying a 30 bed hospital, special    ",0,0
591902890479878144,Sat Apr 25 09:53:40 +0000 2015,"hey, new tweet from  its about kathmandu  full details      ",0,0
591911076637319169,Sat Apr 25 10:26:12 +0000 2015,at least 15 climbers reported missing after  nepalearthquake,0,0
591903003495432192,Sat Apr 25 09:54:07 +0000 2015,rt   msu students painted the rock in honor of nepal  amp  raised funds to aid earthquake victims  (photo d l  turner) ,0,0
591902975989293056,Sat Apr 25 09:54:01 +0000 2015,"nepal earthquake  quick response to calamities, helping neighbours priority, says parrikar   nationalnews zeenews",0,0
592086528030953472,Sat Apr 25 22:03:23 +0000 2015,a glimpse at how facebook satety check works  nepalquake  nepalearthquake  ,0,0
591903371126276096,Sat Apr 25 09:55:35 +0000 2015,rt  the gurkhas have fought for britain for 200 years  its time we repaid the favour  donate here           _,0,0
591903055466991616,Sat Apr 25 09:54:20 +0000 2015,two pulled from rubble five days after nepal quake ,0,0
591902704592523265,Sat Apr 25 09:52:56 +0000 2015,rt  nepal earthquake pushed part of india a few feet northward ,0,0
592085999703990272,Sat Apr 25 22:01:17 +0000 2015,our wishes and support go out to those impacted by  kathmanduquake  ,0,0
591903300137549824,Sat Apr 25 09:55:18 +0000 2015,rt  im praying for the people who were affected by a 7 9  earthquake in  kathmandu the pictures are really catastrophic  ,0,0
591910810332463105,Sat Apr 25 10:25:09 +0000 2015,destruction everywhere  nepalquake ,0,0
591903272857808896,Sat Apr 25 09:55:11 +0000 2015,"rt  for info on relief shelter in sankha park ringroad in ktm, contact vishwaprakash pandit on 9851031149  nepalquakerelief      _",0,0
591903135943131136,Sat Apr 25 09:54:39 +0000 2015,"rt  rescue operations in iran, yemen or nepal, mea has always made us proud by their mindblowing work jai ho   meaatwork h     _",0,0
592809134761869312,Mon Apr 27 21:54:46 +0000 2015,appsoko  google     s          person finder      and facebook     s              nepalearthquake  newsanalysis  startups   londonmarathon  news,2,0
592929001565528064,Tue Apr 28 05:51:04 +0000 2015,raybrown_me  rt stringstory   live now  lets raise funds for  nepalquake redcross (via changetip)   meerkat  april      _,3,0
592588904659812352,Mon Apr 27 07:19:39 +0000 2015,family says georgia man missing after nepal earthquake ,2,0
591902978627493888,Sat Apr 25 09:54:01 +0000 2015,almost 5000 people died and count is still increasing     but some stupids are creating jokes on  nepalearthquake    ,0,0
592593182598107136,Mon Apr 27 07:36:39 +0000 2015,"earthquake survivor prayed, huddled under beam journalist sunir pandey was visiting relatives with nepals 7 8 mag ",2,0
591903278348238848,Sat Apr 25 09:55:13 +0000 2015,rt  va tf1 usa 1 conducting search and rescue operations in nepal  ,0,0
591960954868527104,Sat Apr 25 13:44:24 +0000 2015, please  prayfornepal,0,0
592705045004742656,Mon Apr 27 15:01:09 +0000 2015,great job by indian army !! salute      thankyoupm  earthquakenepal  ,2,0
592685988146712579,Mon Apr 27 13:45:25 +0000 2015,ph red cross seeks cash donations for nepal   earthquakeph,2,0
591903366835412992,Sat Apr 25 09:55:34 +0000 2015,"rt             narendramodis political career was built    on the rebuilding , of his home state of gujarat    after a 2001  earthq     _",0,0
592720448439373824,Mon Apr 27 16:02:21 +0000 2015,rt  rt  viber users can now use viber out to call nepalese mobile and land line numbers for free    nepalearthquake,2,0
591918971827388416,Sat Apr 25 10:57:34 +0000 2015," recent earthquake  mb   5 2, nepal (depth  10 km) 2015 04 25 08 20 50 utc earthquake (severe) ",0,0
592594027653898241,Mon Apr 27 07:40:00 +0000 2015,nepal earthquake  terrifying video shows moment avalanche hit everest base camp  dramatic footage has e     (indp),2,0
591903268747517953,Sat Apr 25 09:55:10 +0000 2015,rt  sending our prays to the people of nepal a country that has given us the amazing men in the gurkhas   nepalearthquake      _,0,0
591903315119640576,Sat Apr 25 09:55:22 +0000 2015,"announcing the cmx summit scholarship program, nepal support, new workshops and parties  via ",0,0
591902798255534080,Sat Apr 25 09:53:18 +0000 2015, the latest on  nepal quake foreign tourists out in the cold    gmt  military,0,0
591903036261314560,Sat Apr 25 09:54:15 +0000 2015,rt  the nepal earthquake is a worst case scenario quake  help us as we follow jesus where the need is greatest  ,0,0
591903013108781056,Sat Apr 25 09:54:10 +0000 2015,rt  can somebody suggest me a group or charity who can help us  we are trying to help as much as we can from abroad!  nepalquake      _,0,0
591961061865066498,Sat Apr 25 13:44:49 +0000 2015,worth appreciation !! ,0,0
591911568390000640,Sat Apr 25 10:28:09 +0000 2015,god bless the victims of the nepal earthquake ,0,0
591903100480413696,Sat Apr 25 09:54:30 +0000 2015,keeping them in prayer   __f ,0,0
592201147282100224,Sun Apr 26 05:38:50 +0000 2015,choppers finally reach everest to rescue avalanche victims   nepalearthquake,1,0
591903060852477952,Sat Apr 25 09:54:21 +0000 2015,"rt  t945 pls share n spread the contact numbers for nepal,helplines    earthquake     rt ",0,0
592628883742162944,Mon Apr 27 09:58:31 +0000 2015,pib_india  rt who  day 4 14 following a disaster like  nepalearthquake are crucial for medical teams to provide live saving trauma care to       _,2,0
591903290914316288,Sat Apr 25 09:55:16 +0000 2015,rt  we can only feel and pray from a distant land  our heart and mind is in nepal   ,0,0
591902706421215233,Sat Apr 25 09:52:56 +0000 2015,rt  nepal earthquake reduces world heritage sites to rubble  ,0,0
591903367493853184,Sat Apr 25 09:55:34 +0000 2015,everytime a disaster strikes  the shop   keepers exponentially hike price of their goods  water selling at rs 100  bottle   nepalquake,0,0
592769951787851776,Mon Apr 27 19:19:04 +0000 2015, nepalquakerelief army is now clearing landing permits 4 priority flights with med supplies food blankets tents  poc briggen sameer shahi,2,0
591913529428475904,Sat Apr 25 10:35:57 +0000 2015,first plane taken off for nepal with relief material  thats fast  bravo iaf and goi  thats action while other countries are still sleeping,0,0
591903273231060992,Sat Apr 25 09:55:12 +0000 2015,a whirlwind weekend  ready to help in nepal and rescuing dogs from slaughter in china  read more   via ,0,0
591903048739397634,Sat Apr 25 09:54:18 +0000 2015,you cannot even imagine the psychological impact  nepalearthquake  has had on us  its not fun  stop international media propooganda!,0,0
592595116801527808,Mon Apr 27 07:44:20 +0000 2015,geospatial aid wanted! ,2,0
591903223323078656,Sat Apr 25 09:55:00 +0000 2015,"stay strong and see the light, nepal  you are all in my prayers   nepal  nepalearthquake",0,0
591963091836928000,Sat Apr 25 13:52:53 +0000 2015,so sad   prayingfornepal ,0,0
591902711223816192,Sat Apr 25 09:52:58 +0000 2015,rt  t 1845   o ! god    this is nepal earthquake   !!! i shot a song here for mahaan with zeenat aman    pray all well ,0,0
591920514915897344,Sat Apr 25 11:03:42 +0000 2015, breakingnews    nepalquake avalanche kills 8 at nepals everest base camp   ,0,0
592695094047875073,Mon Apr 27 14:21:36 +0000 2015,thanks  and  for putting this so well  still very concerned about efforts outside ktm! ,2,0
591967031056039937,Sat Apr 25 14:08:33 +0000 2015,""" pl rt indian embassy in  kathmandu   kathmanduquake  helplines no s    977 9851107021, 9851135141""",0,0
591903225546207232,Sat Apr 25 09:55:00 +0000 2015,"how to donate to nepal earthquake relief efforts through itunes, facebook and more ",0,0
592197119928356864,Sun Apr 26 05:22:50 +0000 2015,singapore red cross launches appeal for funds for nepal quake victims    ,1,0
591903018582347777,Sat Apr 25 09:54:11 +0000 2015,"rt  anyone on  kantipath or  lazimpat, pls look out for ballantyne forder, an australian volunteer in  kathmandu,  nepal ",0,0
592591597050535936,Mon Apr 27 07:30:21 +0000 2015," nepalquake after losing homes, people in  nepal face  landslide  heavyrains  avalanche  amp  now  foodcrisis  via ",2,0
591903261818560512,Sat Apr 25 09:55:09 +0000 2015,rt  thoughts with the victims and all those affected by the earthquake in nepal  tragic news ,0,0
591919227159752704,Sat Apr 25 10:58:35 +0000 2015,deepest condolence!  disaster  peopletopeople  nepalearthquake  ,0,0
592813884676911104,Mon Apr 27 22:13:38 +0000 2015,google and facebook help locate nepal survivors   cnnmoney ,2,0
591913758068379648,Sat Apr 25 10:36:51 +0000 2015, everest climbers in camp 1 survived but route completely destroyed by avalanche  climbers stuck in camp 1 and camp 2   nepalquake,0,0
591903284039786496,Sat Apr 25 09:55:14 +0000 2015,rt  pray for nepal         may god protect them     ,0,0
591902716877647872,Sat Apr 25 09:52:59 +0000 2015,rt  we have been in touch with all our  outreach teams in nepal and they are all doing well  pray for  nepalearthquake   ,0,0
592155276171550720,Sun Apr 26 02:36:34 +0000 2015,us announces  10 lakh financial assistance to nepal,1,0
591903235704688640,Sat Apr 25 09:55:03 +0000 2015,please consider helping habitat for humanity rebuild in nepal      thank you in advance for your generosity ,0,0
592810724327628800,Mon Apr 27 22:01:05 +0000 2015,update from val    my friend lakpa is going to gorkha on may 8th with all the led lights and as many tents i can    ,2,0
592071993140248576,Sat Apr 25 21:05:37 +0000 2015,save the  himalayankingdom   ,0,0
592163108992483329,Sun Apr 26 03:07:41 +0000 2015,so devastating  ,1,0
591902843302449152,Sat Apr 25 09:53:29 +0000 2015,rt  i miss you big bubby   _  3  nepalearthquake ill find you soon,0,0
591902780157075456,Sat Apr 25 09:53:14 +0000 2015,nepal government contributes 1 billion to pm relief fund,0,0
591903026279010304,Sat Apr 25 09:54:13 +0000 2015,rt  the sight of my flag here makes my heart sink v   nepalearthquake triggers avalanche near everest base camp ,0,0
591908943271591936,Sat Apr 25 10:17:43 +0000 2015,"  has kathmandu airport reopened? if not, where and how will that huge plane land?",0,0
591902973736853504,Sat Apr 25 09:54:00 +0000 2015,rt  mammoth relief operation on by india on second day in quake hit  nepalearthquake    proudonindianarmy  ,0,0
591903246974726145,Sat Apr 25 09:55:05 +0000 2015,"rt  cnn  earthquake slams nepal  devastating loss of people, history ",0,0
591907210315239424,Sat Apr 25 10:10:50 +0000 2015,pm  speaks to pm of  nepal ,0,0
591902855335804928,Sat Apr 25 09:53:32 +0000 2015,"rt  following an earthquake like  nepalearthquake, open wounds must be considered as contaminated  amp  should not be closed ",0,0
591903212061339648,Sat Apr 25 09:54:57 +0000 2015,rt  nepal  iaf suspends rescue ops temporarily due to bad weather conditions  nepalearthquake,0,0
592673339677745152,Mon Apr 27 12:55:10 +0000 2015,"r i p dan fredinburg who is among the 18 dead on mount everest  amp  r i p to the 3,700 who also died  nepal",2,0
